operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,,,
noInfo,R14Q3081K1S0,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454532,20579E490AA6,a4:bb:6d:ce:ca:1c,KAY-DT-43,59:07.8,30.978,23.892,10.642,success,noInfo,1.991,1.647,0.812
noInfo,R14Q3081K1S1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454547,20579E491A8A,a4:bb:6d:ce:ca:1c,KAY-DT-43,00:35.2,27.323,23.192,10.514,success,noInfo,2.019,1.584,0.804
noInfo,R14Q3081K1S5,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454562,20579E490ED8,a4:bb:6d:ce:ca:1c,KAY-DT-43,02:01.0,26.205,22.27,10.668,success,noInfo,2.049,1.698,0.833
noInfo,R14Q3081K1U2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454577,20579E491A8F,a4:bb:6d:ce:ca:1c,KAY-DT-43,03:43.4,33.451,23.063,10.826,success,noInfo,1.977,1.634,0.835
noInfo,R14Q3081K1U1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454587,20579E491B53,a4:bb:6d:ce:ca:1c,KAY-DT-43,05:20.2,30.25,22.922,10.706,success,noInfo,1.911,2.004,0.82
noInfo,R14Q3081K1Q9,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454602,20579E4911F0,a4:bb:6d:ce:ca:1c,KAY-DT-43,06:46.5,31.279,22.969,10.73,success,noInfo,1.952,1.635,0.814
noInfo,R14Q3081K1Q6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454617,20579E490EAC,a4:bb:6d:ce:ca:1c,KAY-DT-43,08:08.6,31.906,21.571,10.83,success,noInfo,1.91,1.614,0.807
noInfo,R14Q3081K1Q5,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454632,20579E490B60,a4:bb:6d:ce:ca:1c,KAY-DT-43,09:45.2,31.476,21.748,10.73,success,noInfo,2.011,1.634,0.814
noInfo,R14Q3081K1U7,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454647,20579E490AB2,a4:bb:6d:ce:ca:1c,KAY-DT-43,11:18.9,31.32,22.228,10.735,success,noInfo,2.029,1.607,0.825
noInfo,R14Q3081K1R1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454662,20579E491797,a4:bb:6d:ce:ca:1c,KAY-DT-43,12:53.1,30.351,22.564,10.469,success,noInfo,1.947,1.58,0.804
noInfo,R14Q3081K1K9,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454672,20579E490BC9,a4:bb:6d:ce:ca:1c,KAY-DT-43,14:17.7,31.83,23.193,10.809,success,noInfo,2.092,1.678,0.818
noInfo,R14Q3081K4U3,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454682,20579E4913FF,a4:bb:6d:ce:ca:1c,KAY-DT-43,15:53.0,32.039,22.825,11.047,success,noInfo,1.982,1.667,0.857
noInfo,R14Q3081K1K1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454692,20579E490C57,a4:bb:6d:ce:ca:1c,KAY-DT-43,17:19.1,31.352,23.539,10.82,success,noInfo,2.053,1.696,0.824
noInfo,R14Q3081K1K2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454702,20579E490B53,a4:bb:6d:ce:ca:1c,KAY-DT-43,18:55.2,26.479,22.483,10.829,success,noInfo,1.948,1.681,0.811
noInfo,R14Q3081K1Q1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454712,20579E490B44,a4:bb:6d:ce:ca:1c,KAY-DT-43,20:20.4,32.163,22.931,10.758,success,noInfo,2.133,1.612,0.82
noInfo,R14Q3081K1J7,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454722,20579E490DDE,a4:bb:6d:ce:ca:1c,KAY-DT-43,21:45.9,31.225,22.747,10.616,success,noInfo,2.016,1.626,0.812
noInfo,R14Q3081K1J8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454732,20579E490ADC,a4:bb:6d:ce:ca:1c,KAY-DT-43,23:12.1,31.067,22.599,10.792,success,noInfo,2.005,1.685,0.812
noInfo,R14Q3081K1J4,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454748,20579E490ADD,a4:bb:6d:ce:ca:1c,KAY-DT-43,24:37.7,32.223,22.327,10.822,success,noInfo,2.031,1.639,0.811
noInfo,R14Q3081K1H7,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454765,20579E491985,a4:bb:6d:ce:ca:1c,KAY-DT-43,26:48.1,26.225,21.787,10.937,success,noInfo,2.063,1.636,0.821
noInfo,R14Q3081K1H5,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454775,20579E491724,a4:bb:6d:ce:ca:1c,KAY-DT-43,28:02.4,32.504,23.08,10.591,success,noInfo,2.074,1.736,0.82
noInfo,R14Q3081K4R2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454785,20579E48FF17,a4:bb:6d:ce:ca:1c,KAY-DT-43,29:36.6,31.31,23.248,10.723,success,noInfo,1.988,1.61,0.834
noInfo,R16Q3081H6R6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454795,20579E491A1E,a4:bb:6d:ce:ca:1c,KAY-DT-43,31:03.4,31.456,22.616,10.602,success,noInfo,2.069,1.597,0.811
noInfo,R16Q3081H6R7,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454805,20579E49189A,a4:bb:6d:ce:ca:1c,KAY-DT-43,32:28.3,25.238,21.767,10.834,success,noInfo,2.018,1.607,0.823
noInfo,R14Q3081K1H3,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454820,20579E490860,a4:bb:6d:ce:ca:1c,KAY-DT-43,33:50.2,26.218,22.671,10.678,success,noInfo,2.056,1.668,0.836
noInfo,R13Q3081Z1S0,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454835,309587F2C64A,a4:bb:6d:ce:ca:1c,KAY-DT-43,35:23.4,28.992,23.194,10.917,success,noInfo,2.059,1.63,0.81
noInfo,R16Q3081H6R2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454846,20579E490865,a4:bb:6d:ce:ca:1c,KAY-DT-43,36:56.5,30.367,22.433,10.856,success,noInfo,2.06,1.641,0.837
noInfo,R16Q3081H6R8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454857,20579E49193A,a4:bb:6d:ce:ca:1c,KAY-DT-43,38:23.7,32.035,22.814,10.831,success,noInfo,2,1.636,0.813
noInfo,R16Q3081H6Q8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454872,20579E48F157,a4:bb:6d:ce:ca:1c,KAY-DT-43,39:52.5,32.351,21.614,10.588,success,noInfo,2.057,1.647,0.807
noInfo,R16Q3081H6R0,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454892,20579E491883,a4:bb:6d:ce:ca:1c,KAY-DT-43,41:20.4,30.315,23.115,10.861,success,noInfo,2.104,1.609,0.801
noInfo,R16Q3081H6Q1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454912,20579E491A88,a4:bb:6d:ce:ca:1c,KAY-DT-43,43:07.8,32.14,23.389,10.534,success,noInfo,2.038,1.596,0.811
noInfo,R16Q3081H6Q6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454927,20579E491AD9,a4:bb:6d:ce:ca:1c,KAY-DT-43,45:00.2,31.368,22.18,10.977,success,noInfo,2.036,1.652,0.809
noInfo,R16Q3081H6K9,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454942,20579E49193B,a4:bb:6d:ce:ca:1c,KAY-DT-43,46:29.1,32.386,23.325,10.898,success,noInfo,1.993,1.648,0.823
noInfo,R14Q3081K1U0,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454962,20579E490DAD,a4:bb:6d:ce:ca:1c,KAY-DT-43,48:15.2,31.084,22.274,10.954,success,noInfo,2.103,1.604,0.811
noInfo,R16Q3081H6K3,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454982,20579E4908B2,a4:bb:6d:ce:ca:1c,KAY-DT-43,49:38.4,32.328,22.634,10.879,success,noInfo,2.049,1.716,0.83
noInfo,R14Q3081K7H3,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455002,20579E491476,a4:bb:6d:ce:ca:1c,KAY-DT-43,51:11.2,32.092,22.622,10.611,success,noInfo,2.001,1.647,0.829
noInfo,R14Q3081K5U4,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455028,20579E490A41,a4:bb:6d:ce:ca:1c,KAY-DT-43,53:30.9,31.285,23.072,11.208,success,noInfo,2.022,1.615,0.829
noInfo,R14Q3081Q3Z6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455038,20579E48F0F4,a4:bb:6d:ce:ca:1c,KAY-DT-43,54:56.8,32.32,22.248,11.033,success,noInfo,2.063,1.686,0.816
noInfo,R16Q3081H6J8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455049,20579E48FF67,a4:bb:6d:ce:ca:1c,KAY-DT-43,56:38.8,31.411,23.446,10.607,success,noInfo,2.086,1.642,0.814
noInfo,R16Q3081H6K0,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455064,20579E490DB2,a4:bb:6d:ce:ca:1c,KAY-DT-43,58:12.3,31.166,22.878,10.966,success,noInfo,1.988,1.613,0.815
noInfo,R16Q3081H6J0,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455079,20579E491AB0,a4:bb:6d:ce:ca:1c,KAY-DT-43,59:40.5,31.414,22.613,10.665,success,noInfo,2.082,1.615,0.827
noInfo,R16Q3081H6H8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455094,20579E48F21F,a4:bb:6d:ce:ca:1c,KAY-DT-43,01:32.6,30.893,23.268,11.07,success,noInfo,2.076,1.625,0.821
noInfo,R16Q3081H6H5,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455114,20579E490F32,a4:bb:6d:ce:ca:1c,KAY-DT-43,03:20.3,31.26,22.588,10.517,success,noInfo,1.98,1.601,0.811
noInfo,R14Q3081K5Z4,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455129,20579E490A1C,a4:bb:6d:ce:ca:1c,KAY-DT-43,06:18.8,31.379,21.737,10.619,success,noInfo,2.075,1.612,0.807
noInfo,R14Q3081K7H8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455144,20579E48F0FE,a4:bb:6d:ce:ca:1c,KAY-DT-43,07:55.3,31.225,22.674,10.912,success,noInfo,2.075,1.614,0.814
noInfo,R14Q3081K6J0,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455154,20579E4908DC,a4:bb:6d:ce:ca:1c,KAY-DT-43,09:35.3,32.321,22.75,10.719,success,noInfo,1.992,1.601,0.821
noInfo,R14Q3081K6S6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455164,20579E48F474,a4:bb:6d:ce:ca:1c,KAY-DT-43,11:00.9,31.287,22.232,10.824,success,noInfo,2.13,1.627,0.816
noInfo,R16Q3081H6H7,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455185,20579E490A77,a4:bb:6d:ce:ca:1c,KAY-DT-43,12:41.9,31.365,24.199,10.65,success,noInfo,2.012,1.611,0.812
noInfo,R16Q3081H6F8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455197,20579E491908,a4:bb:6d:ce:ca:1c,KAY-DT-43,14:10.2,31.169,22.671,10.823,success,noInfo,2.019,1.647,0.828
noInfo,R16Q3081H6H9,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455223,20579E48F2D8,a4:bb:6d:ce:ca:1c,KAY-DT-43,16:33.5,32.939,22.987,10.703,success,noInfo,2.019,1.661,0.842
noInfo,R14Q3081K6Z9,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455234,20579E49145B,a4:bb:6d:ce:ca:1c,KAY-DT-43,18:06.9,30.205,22.757,10.803,success,noInfo,2.086,1.623,0.813
noInfo,R16Q3081H6H3,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455245,20579E490A26,a4:bb:6d:ce:ca:1c,KAY-DT-43,19:38.5,32.029,22.914,10.446,success,noInfo,2.017,1.614,0.822
noInfo,R16Q3081H6H2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455255,20579E4918B0,a4:bb:6d:ce:ca:1c,KAY-DT-43,21:06.0,32.111,23.431,10.728,success,noInfo,2.051,1.593,0.817
noInfo,R16Q3081H6F4,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455267,20579E491B14,a4:bb:6d:ce:ca:1c,KAY-DT-43,22:35.4,26.214,22.349,10.484,success,noInfo,2.05,1.682,0.822
noInfo,R16Q3081H6F6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455280,20579E48F2F6,a4:bb:6d:ce:ca:1c,KAY-DT-43,24:00.3,30.317,22.75,10.867,success,noInfo,1.97,1.68,0.806
noInfo,R14Q3081K4Q4,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455297,20579E490770,a4:bb:6d:ce:ca:1c,KAY-DT-43,25:55.5,31.464,23.046,10.743,success,noInfo,2.031,1.642,0.815
noInfo,R16Q3081H6F1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455308,20579E49190D,a4:bb:6d:ce:ca:1c,KAY-DT-43,27:41.8,30.379,22.783,10.777,success,noInfo,2.029,1.605,0.816
noInfo,R14Q3081K4Q4,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455318,20579E490770,a4:bb:6d:ce:ca:1c,KAY-DT-43,29:19.1,30.664,21.883,3.208,success,noInfo,2.044,1.636,0.814
noInfo,R16Q3081H6F2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455329,20579E48F4A9,a4:bb:6d:ce:ca:1c,KAY-DT-43,30:40.3,29.403,22.9,10.755,success,noInfo,2.008,1.738,0.812
noInfo,R16Q3081H6A2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455339,20579E490A0C,a4:bb:6d:ce:ca:1c,KAY-DT-43,32:05.4,27.415,22.505,10.756,success,noInfo,2.045,1.608,0.811
noInfo,R16Q3081H6H0,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455351,20579E491981,a4:bb:6d:ce:ca:1c,KAY-DT-43,33:30.2,34.312,22.673,10.808,success,noInfo,1.973,1.689,0.822
noInfo,R16Q3081H6Z8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455362,20579E490354,a4:bb:6d:ce:ca:1c,KAY-DT-43,34:57.6,31.395,22.091,10.604,success,noInfo,2.027,1.604,0.823
noInfo,R16Q3081H6F9,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455373,20579E491A2D,a4:bb:6d:ce:ca:1c,KAY-DT-43,36:16.6,32.439,22.852,10.542,success,noInfo,1.99,1.628,0.829
noInfo,R16Q3081H6Z1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455391,20579E490343,a4:bb:6d:ce:ca:1c,KAY-DT-43,37:45.3,26.283,22.16,10.6,success,noInfo,1.942,1.704,0.816
noInfo,R16Q3081H6Z6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455406,20579E490E8C,a4:bb:6d:ce:ca:1c,KAY-DT-43,39:37.2,30.341,22.997,10.632,success,noInfo,2.016,1.582,0.821
noInfo,R16Q3081H5U4,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455422,20579E491A68,a4:bb:6d:ce:ca:1c,KAY-DT-43,41:05.6,32.305,22.409,10.657,success,noInfo,2.012,1.693,0.812
noInfo,R13Q3081Z0Z4,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455438,20579E4908B4,a4:bb:6d:ce:ca:1c,KAY-DT-43,42:35.4,26.253,22.823,10.565,success,noInfo,1.955,1.688,0.825
noInfo,R16Q3081H5U3,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455453,20579E4918C0,a4:bb:6d:ce:ca:1c,KAY-DT-43,43:56.8,32.359,23.216,10.743,success,noInfo,1.943,1.667,0.81
noInfo,R16Q3081H6Z0,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455468,20579E491B29,a4:bb:6d:ce:ca:1c,KAY-DT-43,45:23.7,31.127,23.212,10.736,success,noInfo,1.993,2.102,0.812
noInfo,R16Q3081H5U1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455484,20579E48F0E3,a4:bb:6d:ce:ca:1c,KAY-DT-43,46:54.2,30.138,22.949,10.708,success,noInfo,2.003,1.725,0.82
noInfo,R14Q3081K5Q8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455499,309587F2C5F9,a4:bb:6d:ce:ca:1c,KAY-DT-43,48:21.7,32.36,22.256,10.738,success,noInfo,2.077,1.592,0.814
noInfo,R16Q3081H5S9,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455514,20579E491498,a4:bb:6d:ce:ca:1c,KAY-DT-43,49:55.4,30.377,22.689,10.838,success,noInfo,2.031,1.664,0.823
noInfo,R16Q3081H5U8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXXhttp://www.reg,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021455530,20579E491A59,a4:bb:6d:ce:ca:1c,KAY-DT-43,51:30.5,26.253,22.202,10.413,success,noInfo,1.997,1.666,0.812
